QKEY,weight,uses_facebook,uses_x,uses_instagram,uses_tiktok,news_facebook,news_x,news_instagram,news_tiktok,fb_why_news,fb_why_entertain,fb_why_social,fb_why_opinion,fb_why_products,fb_why_interests,fb_why_family,tt_why_news,tt_why_entertain,tt_why_social,tt_why_opinion,tt_why_products,tt_why_interests,tt_why_family,fb_pol_content,tt_pol_content,fb_pol_lean,tt_pol_lean,age_group,gender,education,race_ethnicity,party,ideology,income
201701715235,1.2244044246303714,Yes,No,Yes,No,Yes,NA,No,NA,Yes,NA,NA,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Female,Some college,Black non-Hispanic,NA,NA,NA
201701715293,0.44534611522479634,Yes,No,No,No,No,NA,NA,NA,No,No,Yes,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,65+,Male,Less than high school,White non-Hispanic,Democrat,Liberal,9
201701715644,0.7002243196627163,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,65+,Female,High school graduate,White non-Hispanic,Independent,Conservative,4
201701715648,1.2379442336561524,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Moderate,9
201701716173,0.43367566532731544,Yes,No,Yes,No,Yes,NA,Yes,NA,No,NA,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,18-29,Female,Less than high school,Hispanic,Democrat,Liberal,9
201701716802,0.40970426052830305,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Male,Less than high school,White non-Hispanic,Independent,Conservative,9
201701717168,0.5853757506562576,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Less than high school,Black non-Hispanic,Independent,Liberal,7
201701717300,0.973556973336606,Yes,No,Yes,No,Yes,NA,Yes,NA,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,30-49,Male,Less than high school,White non-Hispanic,Republican,Conservative,9
201701717806,1.4304385153474322,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Male,Some college,White non-Hispanic,Republican,Conservative,2
201701717982,0.511700648841219,Yes,No,Yes,No,No,NA,No,NA,NA,NA,No,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,50-64,Female,Less than high school,White non-Hispanic,Independent,Moderate,9
201701719226,2.014331980094975,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Female,Some college,Black non-Hispanic,Democrat,Moderate,1
201701720287,2.6696334581376244,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,High school graduate,White non-Hispanic,Democrat,Very liberal,9
201701720640,0.7716044937081932,Yes,No,No,Yes,Yes,NA,NA,No,NA,NA,NA,Yes,Yes,No,NA,NA,NA,NA,Yes,NA,NA,NA,A little,Some,Not sure,Doesn't lean either way,30-49,Female,Less than high school,Hispanic,Democrat,Moderate,9
201701721305,0.3717972699653613,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Female,Less than high school,White non-Hispanic,Republican,Very conservative,4
201701721736,0.9311447980314724,Yes,Yes,Yes,No,Yes,Yes,No,NA,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,30-49,Male,Less than high school,White non-Hispanic,Democrat,Liberal,9
201701722184,0.5809085491971133,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Very conservative,3
201701722580,0.2161912034635036,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,Asian non-Hispanic,Republican,Conservative,1
201701722944,0.6703812428238662,Yes,Yes,Yes,No,Yes,Yes,No,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,50-64,Male,Less than high school,White non-Hispanic,Republican,Very conservative,3
201701723066,0.5319427206700271,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,50-64,Female,Less than high school,White non-Hispanic,Democrat,Moderate,4
201701723539,0.6196011095441425,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,65+,Female,High school graduate,White non-Hispanic,Independent,Moderate,NA
201701723603,2.8933423860862586,Yes,No,No,Yes,Yes,NA,NA,No,No,NA,NA,NA,Yes,NA,NA,No,No,No,Yes,No,No,Yes,Some,Some,Not sure,Not sure,18-29,Female,Some college,White non-Hispanic,Independent,Moderate,3
201701723640,0.30470679071814216,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,Yes,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Male,High school graduate,Hispanic,Democrat,Moderate,9
201701724134,0.2529677744757579,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Female,Less than high school,Asian non-Hispanic,Something else,Conservative,9
201701724208,0.8069998291347522,Yes,No,No,No,No,NA,NA,NA,No,No,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Male,Some college,Other,Something else,Conservative,4
201701724617,0.43566770230265095,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,30-49,Male,High school graduate,Hispanic,Republican,Conservative,9
201701725198,1.2532785719693955,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Moderate,9
201701725880,0.6549716577049414,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Moderate,9
201701726110,0.7162640948699799,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,High school graduate,White non-Hispanic,Something else,Moderate,9
201701727296,1.0201090254724197,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,50-64,Female,Less than high school,White non-Hispanic,Democrat,Liberal,9
201701727498,0.7149638346603602,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,Hispanic,Something else,Very liberal,9
201701728224,0.3864061192207857,Yes,No,No,No,No,NA,NA,NA,No,No,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Female,Less than high school,White non-Hispanic,Democrat,Very liberal,4
201701728973,0.3735914384835605,Yes,No,No,No,No,NA,NA,NA,NA,No,Yes,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly conservative,NA,50-64,Male,High school graduate,Black non-Hispanic,Democrat,Moderate,9
201701729596,1.547632669866814,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most,NA,Mostly conservative,NA,30-49,Male,Less than high school,White non-Hispanic,Democrat,Very liberal,9
201701730250,1.3778789003881338,No,Yes,No,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Some college,Hispanic,Independent,Moderate,2
201701730532,0.284202952740766,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,NA,NA,A little,NA,Mostly liberal,50-64,Male,High school graduate,Hispanic,Independent,Moderate,8
201701731382,0.8334912033686167,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,30-49,Female,High school graduate,Hispanic,Democrat,Very conservative,1
201701732371,0.7278440526776524,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,All or almost all,None at all,Mostly liberal,NA,30-49,Male,Less than high school,White non-Hispanic,Independent,Conservative,9
201701732803,1.424444276462332,Yes,No,No,Yes,No,NA,NA,No,No,No,No,Yes,Yes,No,No,NA,NA,NA,No,NA,NA,NA,None at all,None at all,NA,NA,50-64,Male,High school graduate,Other,Independent,Very liberal,1
201701734148,2.028087704138304,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,A little,A little,Mostly conservative,Mostly liberal,18-29,Male,Less than high school,White non-Hispanic,Democrat,Very liberal,2
201801000097,0.6959476873214362,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,50-64,Female,Some college,Hispanic,Democrat,Very conservative,1
201801000154,1.6705432195277343,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,65+,Male,Some college,White non-Hispanic,Republican,Moderate,4
201801000162,3.1908669061854797,Yes,No,Yes,Yes,No,NA,No,No,No,NA,No,No,Yes,No,No,NA,NA,Yes,Yes,Yes,No,No,Some,Some,Doesn't lean either way,Doesn't lean either way,18-29,Female,Some college,Hispanic,Independent,Moderate,1
201801000168,0.400313017712096,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,Yes,No,No,NA,NA,Some,NA,Mostly liberal,30-49,Male,Less than high school,White non-Hispanic,Republican,Conservative,7
201801000687,0.5298541746637566,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,30-49,Female,High school graduate,Hispanic,Independent,Conservative,3
201801000984,0.6178432450960937,Yes,No,Yes,Yes,No,NA,No,No,NA,NA,No,No,Yes,No,NA,NA,NA,NA,Yes,NA,NA,NA,Some,None at all,Mostly conservative,NA,50-64,Female,Some college,Hispanic,Independent,Moderate,9
201801001116,0.4629211254238354,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Female,Less than high school,Hispanic,Republican,Conservative,2
201801001158,0.24623286368233743,Yes,Yes,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,18-29,Female,Less than high school,Asian non-Hispanic,Democrat,Liberal,4
201801001376,0.4759137167226464,Yes,Yes,Yes,Yes,No,No,Yes,No,NA,NA,NA,No,NA,NA,No,NA,No,No,No,NA,No,No,Some,Some,Not sure,Not sure,50-64,Male,High school graduate,Hispanic,Republican,Conservative,5
201801001456,2.381596342259155,Yes,No,Yes,Yes,No,NA,No,Yes,No,NA,No,No,Yes,Yes,NA,No,No,No,Yes,NA,No,No,A little,A little,Not sure,Not sure,30-49,Female,Some college,Hispanic,Democrat,Moderate,1
201801001499,0.32010730331342074,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,50-64,Male,High school graduate,Hispanic,Democrat,Very conservative,4
201801001642,0.28365957616285903,Yes,Yes,Yes,Yes,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,NA,Some,NA,Not sure,18-29,Female,High school graduate,Hispanic,Democrat,Very liberal,1
201801001958,0.3418222141736585,Yes,No,Yes,No,Yes,NA,No,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Female,High school graduate,White non-Hispanic,Republican,Conservative,9
201801001977,1.2627065507210375,Yes,Yes,Yes,No,No,No,No,NA,NA,No,No,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Male,Some college,White non-Hispanic,Independent,Conservative,2
201801002153,0.5578270021673859,Yes,No,Yes,No,Yes,NA,No,NA,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,30-49,Male,Less than high school,Hispanic,Republican,Conservative,7
201801002185,7.867933858216477,Yes,Yes,Yes,No,Yes,Yes,Yes,NA,NA,NA,No,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,18-29,Male,Some college,Hispanic,Republican,Conservative,5
201801002212,4.871332981139577,No,No,No,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,Yes,No,NA,Most,NA,Mostly conservative,18-29,Female,Some college,Other,Democrat,Moderate,2
201801002222,0.917300246980596,Yes,No,No,Yes,Yes,NA,NA,No,NA,NA,No,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,A little,None at all,Doesn't lean either way,NA,50-64,Female,High school graduate,Hispanic,Democrat,Moderate,2
201801002268,0.4521564771017711,Yes,No,Yes,Yes,Yes,NA,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Most,A little,Not sure,Not sure,50-64,Female,High school graduate,White non-Hispanic,Democrat,Liberal,2
201801002372,0.4097091411861379,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly conservative,NA,50-64,Male,Less than high school,Hispanic,Independent,Moderate,9
201801002764,0.3648483670512629,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,50-64,Female,High school graduate,White non-Hispanic,Republican,Very conservative,5
201801002837,1.0333698897426882,No,Yes,No,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Female,High school graduate,Black non-Hispanic,Independent,Very conservative,3
201801002884,0.3792729956163264,No,Yes,Yes,No,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,Hispanic,Democrat,Liberal,5
201801002962,2.8512318468550166,No,Yes,No,Yes,NA,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Yes,NA,NA,NA,NA,Some,NA,Mostly conservative,18-29,Male,High school graduate,Hispanic,Democrat,Very liberal,3
201801003162,3.1602310324896576,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,No,No,NA,None at all,NA,NA,18-29,Male,Less than high school,Hispanic,Democrat,Moderate,9
201801003350,0.8869318831595644,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Yes,NA,Yes,No,NA,No,No,Yes,Yes,NA,Yes,No,A little,Some,Not sure,Mostly liberal,30-49,Male,High school graduate,Hispanic,Democrat,Liberal,2
201801003838,2.1590157505551275,Yes,No,No,Yes,No,NA,NA,No,NA,NA,No,Yes,Yes,No,NA,NA,NA,NA,Yes,NA,No,NA,Some,Some,Doesn't lean either way,Doesn't lean either way,50-64,Male,Some college,Hispanic,Something else,Moderate,4
201801004035,0.5885050404175582,Yes,No,Yes,Yes,Yes,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,NA,Yes,No,Yes,Yes,All or almost all,Some,Mostly liberal,Mostly liberal,30-49,Female,High school graduate,Hispanic,Republican,Moderate,5
201801004146,1.6294503212468177,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,Yes,No,Yes,Yes,NA,NA,NA,Yes,NA,Yes,No,None at all,None at all,NA,NA,30-49,Male,Some college,Hispanic,Something else,Very conservative,2
201801004877,0.32852437049725425,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,30-49,Female,Less than high school,Other,Democrat,Moderate,4
201801004898,1.6352996402682791,Yes,Yes,Yes,No,Yes,Yes,No,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Mostly liberal,NA,50-64,Female,High school graduate,White non-Hispanic,Republican,Conservative,7
201801004944,0.5128530195890192,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,65+,Female,High school graduate,White non-Hispanic,Republican,Very conservative,5
201801005038,0.38519210387172126,Yes,Yes,Yes,No,Yes,No,No,NA,No,No,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,50-64,Female,Less than high school,White non-Hispanic,Democrat,Very liberal,1
201801005075,0.5206363548673815,No,No,Yes,Yes,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,NA,A little,NA,Doesn't lean either way,30-49,Female,High school graduate,Hispanic,Independent,Moderate,3
201801005136,0.37185228934953646,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Female,High school graduate,White non-Hispanic,Republican,Conservative,8
201801005158,0.39496258629263353,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Female,Some college,White non-Hispanic,Independent,Very liberal,1
201801005161,0.6970844154187984,No,No,Yes,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-29,Female,Less than high school,Hispanic,Republican,Conservative,6
201801005441,2.0770626848601057,Yes,No,No,No,Yes,NA,NA,NA,No,No,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,65+,Female,Some college,Hispanic,Democrat,Moderate,2
201801005490,1.6993040831916828,No,No,Yes,Yes,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,No,NA,No,No,Yes,Yes,No,NA,Some,NA,Not sure,30-49,Female,Some college,Black non-Hispanic,Independent,Very liberal,1
201801005624,0.7785193285608039,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,Yes,NA,Yes,No,NA,Some,NA,Mostly liberal,18-29,Female,Less than high school,Hispanic,Democrat,Very liberal,NA
201801005675,0.4002720185437952,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Less than high school,Hispanic,Democrat,Very liberal,9
201801005905,2.684755561978592,No,No,Yes,No,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50-64,Male,Some college,Hispanic,Republican,Very conservative,9
201801006132,0.9503285327275796,Yes,No,Yes,No,Yes,NA,Yes,NA,No,NA,No,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Female,High school graduate,Hispanic,Democrat,Conservative,3
201801006202,1.285229991779054,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,NA,No,NA,No,No,No,No,No,No,No,No,Most,NA,Doesn't lean either way,NA,18-29,Female,Less than high school,Hispanic,Independent,Moderate,5
201801006259,0.5560476503932121,Yes,No,Yes,Yes,No,NA,No,No,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,No,Some,A little,NA,Doesn't lean either way,50-64,Female,High school graduate,White non-Hispanic,Republican,Conservative,9
201801006294,0.5404699237026866,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,None at all,NA,NA,30-49,Female,Less than high school,Hispanic,Democrat,Liberal,7
201801006376,1.9639168738602293,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-49,Male,Some college,White non-Hispanic,Republican,Conservative,6
201801006487,0.45150210486803943,Yes,Yes,Yes,Yes,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,NA,No,No,NA,Some,NA,Mostly liberal,30-49,Female,Less than high school,Hispanic,Democrat,Very liberal,4
201801006552,2.037859371672388,Yes,No,Yes,No,No,NA,No,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Doesn't lean either way,NA,18-29,Female,Less than high school,Hispanic,Something else,Moderate,9
201801006666,0.6970844154187984,Yes,Yes,Yes,Yes,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Yes,NA,Yes,No,NA,A little,NA,Mostly liberal,18-29,Female,Less than high school,Hispanic,Republican,Conservative,4
201801006729,1.1184599596502305,Yes,No,Yes,Yes,Yes,NA,Yes,No,No,NA,No,No,Yes,No,No,NA,NA,No,Yes,NA,Yes,Yes,Most,A little,Doesn't lean either way,Not sure,30-49,Female,Less than high school,Other,Democrat,Moderate,8
201801007201,0.46277768087882154,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Mostly liberal,NA,50-64,Female,High school graduate,Other,Republican,Conservative,9
201801007224,0.30847605014207236,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,NA,NA,No,No,NA,NA,NA,NA,NA,No,NA,NA,NA,Some,None at all,Mostly conservative,NA,30-49,Male,Less than high school,Asian non-Hispanic,Independent,Very liberal,9
201801007364,0.42526899188496514,Yes,No,Yes,No,No,NA,Yes,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Most,NA,Doesn't lean either way,NA,30-49,Male,Less than high school,White non-Hispanic,Something else,Liberal,2
201801007426,1.8851137923290768,No,No,No,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,A little,NA,Doesn't lean either way,50-64,Male,Some college,Hispanic,Democrat,Moderate,7
201801007441,1.440045931804745,Yes,No,Yes,Yes,No,NA,No,Yes,NA,NA,NA,NA,Yes,NA,NA,No,No,NA,Yes,No,No,Yes,None at all,None at all,NA,NA,18-29,Female,Some college,Hispanic,Republican,NA,3
201801007475,0.9501647124724968,Yes,No,Yes,Yes,Yes,NA,No,Yes,NA,NA,NA,Yes,No,Yes,No,NA,NA,NA,Yes,No,No,No,Some,A little,Not sure,Not sure,30-49,Female,Some college,Hispanic,Republican,Moderate,1
201801007526,0.8577500762165091,Yes,No,No,No,No,NA,NA,NA,NA,NA,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Not sure,NA,50-64,Female,Some college,Black non-Hispanic,Something else,Moderate,1
201801007627,0.4768047509256129,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,30-49,Female,Less than high school,Hispanic,Independent,Moderate,9
201801007690,3.6838513520867098,Yes,No,Yes,Yes,No,NA,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,No,No,Yes,NA,NA,No,A little,A little,Mostly liberal,Mostly liberal,18-29,Female,Less than high school,Hispanic,Democrat,Very liberal,9
201801007706,1.2358329203005036,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65+,Female,Some college,Hispanic,Independent,Moderate,4
201801007792,0.37745851406690617,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,None at all,NA,NA,NA,50-64,Female,Some college,White non-Hispanic,Republican,Moderate,4
201801007859,0.4934413748186353,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,50-64,Male,Less than high school,White non-Hispanic,Independent,Conservative,8
201801007892,0.3886150236772785,Yes,No,No,No,No,NA,NA,NA,No,No,NA,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,65+,Female,High school graduate,White non-Hispanic,Republican,Conservative,7
201801007933,4.918424790935181,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Some,Most,Mostly conservative,Mostly liberal,30-49,Male,Some college,Hispanic,Democrat,Conservative,1
201801008026,0.4159163468191827,Yes,No,No,No,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Some,NA,Doesn't lean either way,NA,50-64,Female,Less than high school,White non-Hispanic,Something else,Liberal,4
201801008133,0.3889728524250952,Yes,Yes,Yes,Yes,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Yes,NA,No,No,NA,A little,NA,Mostly liberal,30-49,Female,Less than high school,Hispanic,Independent,Moderate,3
201801008227,2.7212528428277034,Yes,No,Yes,Yes,No,NA,No,No,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,No,NA,NA,NA,A little,None at all,Doesn't lean either way,NA,50-64,Female,Some college,White non-Hispanic,Democrat,Liberal,1
201801008286,2.4304206579932743,Yes,No,No,No,No,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,A little,NA,Not sure,NA,50-64,Male,High school graduate,Hispanic,Something else,Moderate,3
